gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_amplification_cases	cohort_cnv_amplification_cases_percentage	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_heterozygous_deletion_cases	cohort_cnv_heterozygous_deletion_cases_percentage	num_cohort_cnv_homozygous_deletion_cases	cohort_cnv_homozygous_deletion_cases_percentage	num_mutations	annotations
ENSG00000102974	CTCF	CCCTC-binding factor	16q22.1	protein_coding	1	513	0.19	445	18289	2.43	511	1	0.20	10	1.96	20	3.91	0	0.00	1	Cancer Gene Census
ENSG00000103126	AXIN1	axin 1	16p13.3	protein_coding	1	513	0.19	275	18289	1.50	511	1	0.20	8	1.57	14	2.74	1	0.20	1	Cancer Gene Census
ENSG00000104728	ARHGEF10	Rho guanine nucleotide exchange factor 10	8p23.3	protein_coding	1	513	0.19	360	18289	1.97	511	4	0.78	29	5.68	18	3.52	0	0.00	3	Cancer Gene Census
ENSG00000105221	AKT2	AKT serine/threonine kinase 2	19q13.2	protein_coding	1	513	0.19	186	18289	1.02	511	1	0.20	24	4.70	215	42.07	0	0.00	1	Cancer Gene Census
ENSG00000105656	ELL	elongation factor for RNA polymerase II	19p13.11	protein_coding	1	513	0.19	139	18289	0.76	511	0	0.00	44	8.61	5	0.98	0	0.00	1	Cancer Gene Census
ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	7q36.1	protein_coding	1	513	0.19	239	18289	1.31	511	26	5.09	131	25.64	3	0.59	0	0.00	1	Cancer Gene Census
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor type 1A	10q23.2	protein_coding	1	513	0.19	129	18289	0.71	511	1	0.20	1	0.20	99	19.37	0	0.00	1	Cancer Gene Census
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3	10q23.32	protein_coding	1	513	0.19	129	18289	0.71	511	1	0.20	1	0.20	100	19.57	0	0.00	2	Cancer Gene Census
ENSG00000107929	LARP4B	La ribonucleoprotein 4B	10p15.3	protein_coding	1	513	0.19	306	18289	1.67	511	20	3.91	46	9.00	76	14.87	0	0.00	3	Cancer Gene Census
ENSG00000108924	HLF	HLF transcription factor, PAR bZIP family member	17q22	protein_coding	1	513	0.19	115	18289	0.63	511	0	0.00	23	4.50	10	1.96	0	0.00	1	Cancer Gene Census
ENSG00000109132	PHOX2B	paired like homeobox 2B	4p13	protein_coding	1	513	0.19	161	18289	0.88	511	1	0.20	9	1.76	43	8.41	0	0.00	1	Cancer Gene Census
ENSG00000109471	IL2	interleukin 2	4q27	protein_coding	1	513	0.19	50	18289	0.27	511	1	0.20	5	0.98	77	15.07	0	0.00	1	Cancer Gene Census
ENSG00000109685	NSD2	nuclear receptor binding SET domain protein 2	4p16.3	protein_coding	1	513	0.19	414	18289	2.26	511	2	0.39	8	1.57	46	9.00	0	0.00	2	Cancer Gene Census
ENSG00000110367	DDX6	DEAD-box helicase 6	11q23.3	protein_coding	1	513	0.19	91	18289	0.50	511	4	0.78	50	9.78	14	2.74	0	0.00	1	Cancer Gene Census
ENSG00000110395	CBL	Cbl proto-oncogene	11q23.3	protein_coding	1	513	0.19	227	18289	1.24	511	4	0.78	52	10.18	14	2.74	0	0.00	1	Cancer Gene Census
ENSG00000110777	POU2AF1	POU class 2 homeobox associating factor 1	11q23.1	protein_coding	1	513	0.19	99	18289	0.54	511	0	0.00	36	7.05	12	2.35	0	0.00	1	Cancer Gene Census
ENSG00000110841	PPFIBP1	PPFIA binding protein 1	12p11.23, 12p11.22	protein_coding	1	513	0.19	218	18289	1.19	511	8	1.57	27	5.28	13	2.54	0	0.00	1	Cancer Gene Census
ENSG00000111252	SH2B3	SH2B adaptor protein 3	12q24.12	protein_coding	1	513	0.19	134	18289	0.73	511	2	0.39	7	1.37	48	9.39	1	0.20	1	Cancer Gene Census
ENSG00000112039	FANCE	FA complementation group E	6p21.31	protein_coding	1	513	0.19	117	18289	0.64	511	0	0.00	9	1.76	16	3.13	0	0.00	1	Cancer Gene Census
ENSG00000112561	TFEB	transcription factor EB	6p21.1	protein_coding	1	513	0.19	126	18289	0.69	511	1	0.20	6	1.17	16	3.13	0	0.00	1	Cancer Gene Census
ENSG00000113263	ITK	IL2 inducible T cell kinase	5q33.3	protein_coding	1	513	0.19	292	18289	1.60	511	3	0.59	5	0.98	50	9.78	0	0.00	1	Cancer Gene Census
ENSG00000113916	BCL6	BCL6 transcription repressor	3q27.3	protein_coding	1	513	0.19	233	18289	1.27	511	1	0.20	12	2.35	34	6.65	0	0.00	1	Cancer Gene Census
ENSG00000114354	TFG	trafficking from ER to golgi regulator	3q12.2	protein_coding	1	513	0.19	93	18289	0.51	511	1	0.20	5	0.98	33	6.46	1	0.20	2	Cancer Gene Census
ENSG00000115170	ACVR1	activin A receptor type 1	2q24.1	protein_coding	1	513	0.19	142	18289	0.78	511	1	0.20	6	1.17	15	2.94	0	0.00	1	Cancer Gene Census
ENSG00000116044	NFE2L2	nuclear factor, erythroid 2 like 2	2q31.2	protein_coding	1	513	0.19	377	18289	2.06	511	1	0.20	6	1.17	17	3.33	0	0.00	1	Cancer Gene Census
ENSG00000116062	MSH6	mutS homolog 6	2p16.3	protein_coding	1	513	0.19	343	18289	1.88	511	1	0.20	9	1.76	12	2.35	0	0.00	5	Cancer Gene Census
ENSG00000116132	PRRX1	paired related homeobox 1	1q24.2	protein_coding	1	513	0.19	186	18289	1.02	511	2	0.39	26	5.09	4	0.78	0	0.00	1	Cancer Gene Census
ENSG00000116560	SFPQ	splicing factor proline and glutamine rich	1p34.3	protein_coding	1	513	0.19	128	18289	0.70	511	2	0.39	10	1.96	177	34.64	1	0.20	2	Cancer Gene Census
ENSG00000117318	ID3	inhibitor of DNA binding 3, HLH protein	1p36.12	protein_coding	1	513	0.19	39	18289	0.21	511	2	0.39	9	1.76	188	36.79	0	0.00	1	Cancer Gene Census
ENSG00000117400	MPL	MPL proto-oncogene, thrombopoietin receptor	1p34.2	protein_coding	1	513	0.19	174	18289	0.95	511	2	0.39	11	2.15	176	34.44	1	0.20	2	Cancer Gene Census
ENSG00000118260	CREB1	cAMP responsive element binding protein 1	2q33.3	protein_coding	1	513	0.19	67	18289	0.37	511	1	0.20	9	1.76	16	3.13	0	0.00	1	Cancer Gene Census
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit	9q33.3	protein_coding	1	513	0.19	130	18289	0.71	511	2	0.39	23	4.50	30	5.87	0	0.00	1	Cancer Gene Census
ENSG00000120217	CD274	CD274 molecule	9p24.1	protein_coding	1	513	0.19	62	18289	0.34	511	0	0.00	12	2.35	126	24.66	2	0.39	1	Cancer Gene Census
ENSG00000122406	RPL5	ribosomal protein L5	1p22.1	protein_coding	1	513	0.19	178	18289	0.97	511	2	0.39	12	2.35	178	34.83	1	0.20	1	Cancer Gene Census
ENSG00000122642	FKBP9	FKBP prolyl isomerase 9	7p14.3	protein_coding	1	513	0.19	171	18289	0.93	511	20	3.91	77	15.07	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000123983	ACSL3	acyl-CoA synthetase long chain family member 3	2q36.1	protein_coding	1	513	0.19	132	18289	0.72	511	1	0.20	9	1.76	21	4.11	1	0.20	2	Cancer Gene Census
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	6p21.2	protein_coding	1	513	0.19	118	18289	0.65	511	0	0.00	8	1.57	16	3.13	0	0.00	1	Cancer Gene Census
ENSG00000124795	DEK	DEK proto-oncogene	6p22.3	protein_coding	1	513	0.19	110	18289	0.60	511	0	0.00	11	2.15	26	5.09	0	0.00	1	Cancer Gene Census
ENSG00000126524	SBDS	SBDS ribosome maturation factor	7q11.21	protein_coding	1	513	0.19	75	18289	0.41	511	16	3.13	83	16.24	3	0.59	0	0.00	2	Cancer Gene Census
ENSG00000126752	SSX1	SSX family member 1	Xp11.23	protein_coding	1	513	0.19	77	18289	0.42	511	0	0.00	0	0.00	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000126777	KTN1	kinectin 1	14q22.3	protein_coding	1	513	0.19	241	18289	1.32	511	2	0.39	3	0.59	76	14.87	0	0.00	1	Cancer Gene Census
ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2	19p13.3	protein_coding	1	513	0.19	131	18289	0.72	511	0	0.00	37	7.24	15	2.94	0	0.00	2	Cancer Gene Census
ENSG00000127083	OMD	osteomodulin	9q22.31	protein_coding	1	513	0.19	97	18289	0.53	511	2	0.39	18	3.52	28	5.48	0	0.00	1	Cancer Gene Census
ENSG00000128191	DGCR8	DGCR8 microprocessor complex subunit	22q11.21	protein_coding	1	513	0.19	200	18289	1.09	511	0	0.00	10	1.96	38	7.44	0	0.00	2	Cancer Gene Census
ENSG00000128487	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	17p11.2	protein_coding	1	513	0.19	320	18289	1.75	511	1	0.20	8	1.57	8	1.57	0	0.00	1	Cancer Gene Census
ENSG00000128602	SMO	smoothened, frizzled class receptor	7q32.1	protein_coding	1	513	0.19	236	18289	1.29	511	25	4.89	134	26.22	2	0.39	0	0.00	2	Cancer Gene Census
ENSG00000129514	FOXA1	forkhead box A1	14q21.1	protein_coding	1	513	0.19	227	18289	1.24	511	2	0.39	7	1.37	55	10.76	0	0.00	1	Cancer Gene Census
ENSG00000132781	MUTYH	mutY DNA glycosylase	1p34.1	protein_coding	1	513	0.19	147	18289	0.80	511	2	0.39	11	2.15	176	34.44	1	0.20	1	Cancer Gene Census
ENSG00000134086	VHL	von Hippel-Lindau tumor suppressor	3p25.3	protein_coding	1	513	0.19	402	18289	2.20	511	3	0.59	15	2.94	26	5.09	0	0.00	1	Cancer Gene Census
ENSG00000135363	LMO2	LIM domain only 2	11p13	protein_coding	1	513	0.19	95	18289	0.52	511	0	0.00	13	2.54	53	10.37	0	0.00	1	Cancer Gene Census
ENSG00000135446	CDK4	cyclin dependent kinase 4	12q14.1	protein_coding	1	513	0.19	85	18289	0.46	511	23	4.50	12	2.35	46	9.00	0	0.00	1	Cancer Gene Census
ENSG00000135903	PAX3	paired box 3	2q36.1	protein_coding	1	513	0.19	267	18289	1.46	511	1	0.20	8	1.57	20	3.91	1	0.20	1	Cancer Gene Census
ENSG00000136238	RAC1	Rac family small GTPase 1	7p22.1	protein_coding	1	513	0.19	114	18289	0.62	511	16	3.13	75	14.68	9	1.76	0	0.00	1	Cancer Gene Census
ENSG00000136504	KAT7	lysine acetyltransferase 7	17q21.33	protein_coding	1	513	0.19	161	18289	0.88	511	0	0.00	16	3.13	12	2.35	0	0.00	1	Cancer Gene Census
ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor	9q22.33	protein_coding	1	513	0.19	59	18289	0.32	511	2	0.39	19	3.72	29	5.68	0	0.00	1	Cancer Gene Census
ENSG00000137193	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	6p21.2	protein_coding	1	513	0.19	113	18289	0.62	511	0	0.00	8	1.57	16	3.13	0	0.00	2	Cancer Gene Census
ENSG00000138081	FBXO11	F-box protein 11	2p16.3	protein_coding	1	513	0.19	188	18289	1.03	511	1	0.20	9	1.76	12	2.35	0	0.00	1	Cancer Gene Census
ENSG00000138115	CYP2C8	cytochrome P450 family 2 subfamily C member 8	10q23.33	protein_coding	1	513	0.19	191	18289	1.04	511	2	0.39	1	0.20	101	19.77	0	0.00	1	Cancer Gene Census
ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	2q35	protein_coding	1	513	0.19	180	18289	0.98	511	1	0.20	10	1.96	19	3.72	0	0.00	1	Cancer Gene Census
ENSG00000138592	USP8	ubiquitin specific peptidase 8	15q21.2	protein_coding	1	513	0.19	226	18289	1.24	511	1	0.20	6	1.17	53	10.37	0	0.00	1	Cancer Gene Census
ENSG00000139163	ETNK1	ethanolamine kinase 1	12p12.1	protein_coding	1	513	0.19	120	18289	0.66	511	14	2.74	23	4.50	11	2.15	0	0.00	1	Cancer Gene Census
ENSG00000140577	CRTC3	CREB regulated transcription coactivator 3	15q26.1	protein_coding	1	513	0.19	142	18289	0.78	511	2	0.39	12	2.35	44	8.61	0	0.00	1	Cancer Gene Census
ENSG00000140937	CDH11	cadherin 11	16q21	protein_coding	1	513	0.19	562	18289	3.07	511	1	0.20	16	3.13	19	3.72	0	0.00	1	Cancer Gene Census
ENSG00000141380	SS18	SS18 subunit of BAF chromatin remodeling complex	18q11.2	protein_coding	1	513	0.19	94	18289	0.51	511	2	0.39	9	1.76	46	9.00	0	0.00	1	Cancer Gene Census
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	17q12	protein_coding	1	513	0.19	417	18289	2.28	511	0	0.00	10	1.96	11	2.15	0	0.00	1	Cancer Gene Census
ENSG00000142208	AKT1	AKT serine/threonine kinase 1	14q32.33	protein_coding	1	513	0.19	191	18289	1.04	511	1	0.20	4	0.78	86	16.83	0	0.00	1	Cancer Gene Census
ENSG00000143252	SDHC	succinate dehydrogenase complex subunit C	1q23.3	protein_coding	1	513	0.19	57	18289	0.31	511	2	0.39	27	5.28	4	0.78	0	0.00	1	Cancer Gene Census
ENSG00000143556	S100A7	S100 calcium binding protein A7	1q21.3	protein_coding	1	513	0.19	60	18289	0.33	511	2	0.39	26	5.09	3	0.59	0	0.00	1	Cancer Gene Census
ENSG00000143924	EML4	EMAP like 4	2p21	protein_coding	1	513	0.19	213	18289	1.16	511	1	0.20	9	1.76	12	2.35	0	0.00	1	Cancer Gene Census
ENSG00000144476	ACKR3	atypical chemokine receptor 3	2q37.3	protein_coding	1	513	0.19	169	18289	0.92	511	1	0.20	7	1.37	53	10.37	2	0.39	3	Cancer Gene Census
ENSG00000145012	LPP	LIM domain containing preferred translocation partner in lipoma	3q27.3, 3q28	protein_coding	1	513	0.19	236	18289	1.29	511	1	0.20	11	2.15	37	7.24	0	0.00	2	Cancer Gene Census
ENSG00000146232	NFKBIE	NFKB inhibitor epsilon	6p21.1	protein_coding	1	513	0.19	97	18289	0.53	511	1	0.20	6	1.17	17	3.33	0	0.00	1	Cancer Gene Census
ENSG00000146374	RSPO3	R-spondin 3	6q22.33	protein_coding	1	513	0.19	104	18289	0.57	511	0	0.00	2	0.39	70	13.70	0	0.00	1	Cancer Gene Census
ENSG00000147065	MSN	moesin	Xq12	protein_coding	1	513	0.19	211	18289	1.15	511	0	0.00	0	0.00	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000147403	RPL10	ribosomal protein L10	Xq28	protein_coding	1	513	0.19	142	18289	0.78	511	0	0.00	0	0.00	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000147655	RSPO2	R-spondin 2	8q23.1	protein_coding	1	513	0.19	160	18289	0.87	511	17	3.33	69	13.50	4	0.78	0	0.00	1	Cancer Gene Census
ENSG00000147862	NFIB	nuclear factor I B	9p23, 9p22.3	protein_coding	1	513	0.19	177	18289	0.97	511	2	0.39	11	2.15	127	24.85	1	0.20	1	Cancer Gene Census
ENSG00000148516	ZEB1	zinc finger E-box binding homeobox 1	10p11.22	protein_coding	1	513	0.19	469	18289	2.56	511	11	2.15	41	8.02	69	13.50	0	0.00	1	Cancer Gene Census
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2	13q14.2	protein_coding	1	513	0.19	135	18289	0.74	511	1	0.20	3	0.59	106	20.74	1	0.20	1	Cancer Gene Census
ENSG00000153944	MSI2	musashi RNA binding protein 2	17q22	protein_coding	1	513	0.19	130	18289	0.71	511	3	0.59	24	4.70	7	1.37	0	0.00	2	Cancer Gene Census
ENSG00000156076	WIF1	WNT inhibitory factor 1	12q14.3	protein_coding	1	513	0.19	136	18289	0.74	511	2	0.39	12	2.35	49	9.59	0	0.00	1	Cancer Gene Census
ENSG00000156970	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	15q15.1	protein_coding	1	513	0.19	194	18289	1.06	511	1	0.20	2	0.39	51	9.98	0	0.00	1	Cancer Gene Census
ENSG00000157873	TNFRSF14	TNF receptor superfamily member 14	1p36.32	protein_coding	1	513	0.19	87	18289	0.48	511	2	0.39	7	1.37	193	37.77	0	0.00	1	Cancer Gene Census
ENSG00000157933	SKI	SKI proto-oncogene	1p36.33, 1p36.32	protein_coding	1	513	0.19	138	18289	0.75	511	2	0.39	7	1.37	191	37.38	0	0.00	1	Cancer Gene Census
ENSG00000158169	FANCC	FA complementation group C	9q22.32	protein_coding	1	513	0.19	139	18289	0.76	511	2	0.39	19	3.72	29	5.68	0	0.00	1	Cancer Gene Census
ENSG00000158711	ELK4	ETS transcription factor ELK4	1q32.1	protein_coding	1	513	0.19	104	18289	0.57	511	2	0.39	21	4.11	11	2.15	0	0.00	1	Cancer Gene Census
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	protein_coding	1	513	0.19	134	18289	0.73	511	2	0.39	10	1.96	179	35.03	1	0.20	2	Cancer Gene Census
ENSG00000162434	JAK1	Janus kinase 1	1p31.3	protein_coding	1	513	0.19	402	18289	2.20	511	2	0.39	10	1.96	176	34.44	1	0.20	1	Cancer Gene Census
ENSG00000162775	RBM15	RNA binding motif protein 15	1p13.3	protein_coding	1	513	0.19	247	18289	1.35	511	2	0.39	11	2.15	178	34.83	1	0.20	2	Cancer Gene Census
ENSG00000163026	WDCP	WD repeat and coiled coil containing	2p23.3	protein_coding	1	513	0.19	145	18289	0.79	511	1	0.20	9	1.76	15	2.94	0	0.00	1	Cancer Gene Census
ENSG00000163399	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	1p13.1	protein_coding	1	513	0.19	209	18289	1.14	511	2	0.39	9	1.76	176	34.44	1	0.20	1	Cancer Gene Census
ENSG00000163435	ELF3	E74 like ETS transcription factor 3	1q32.1	protein_coding	1	513	0.19	199	18289	1.09	511	2	0.39	22	4.31	10	1.96	0	0.00	1	Cancer Gene Census
ENSG00000163497	FEV	FEV transcription factor, ETS family member	2q35	protein_coding	1	513	0.19	37	18289	0.20	511	1	0.20	9	1.76	21	4.11	0	0.00	1	Cancer Gene Census
ENSG00000163518	FCRL4	Fc receptor like 4	1q23.1	protein_coding	1	513	0.19	264	18289	1.44	511	2	0.39	27	5.28	3	0.59	0	0.00	1	Cancer Gene Census
ENSG00000163902	RPN1	ribophorin I	3q21.3	protein_coding	1	513	0.19	115	18289	0.63	511	1	0.20	6	1.17	33	6.46	1	0.20	1	Cancer Gene Census
ENSG00000164438	TLX3	T cell leukemia homeobox 3	5q35.1	protein_coding	1	513	0.19	104	18289	0.57	511	3	0.59	6	1.17	50	9.78	0	0.00	1	Cancer Gene Census
ENSG00000165556	CDX2	caudal type homeobox 2	13q12.2	protein_coding	1	513	0.19	113	18289	0.62	511	1	0.20	3	0.59	94	18.40	0	0.00	1	Cancer Gene Census
ENSG00000165671	NSD1	nuclear receptor binding SET domain protein 1	5q35.3	protein_coding	1	513	0.19	612	18289	3.35	511	3	0.59	6	1.17	45	8.81	0	0.00	1	Cancer Gene Census
ENSG00000166407	LMO1	LIM domain only 1	11p15.4	protein_coding	1	513	0.19	56	18289	0.31	511	0	0.00	14	2.74	82	16.05	1	0.20	1	Cancer Gene Census
ENSG00000166888	STAT6	signal transducer and activator of transcription 6	12q13.3	protein_coding	1	513	0.19	191	18289	1.04	511	3	0.59	14	2.74	51	9.98	0	0.00	1	Cancer Gene Census
ENSG00000168172	HOOK3	hook microtubule tethering protein 3	8p11.21	protein_coding	1	513	0.19	171	18289	0.93	511	3	0.59	24	4.70	7	1.37	0	0.00	1	Cancer Gene Census
ENSG00000168411	RFWD3	ring finger and WD repeat domain 3	16q23.1	protein_coding	1	513	0.19	143	18289	0.78	511	1	0.20	9	1.76	20	3.91	0	0.00	1	Cancer Gene Census
ENSG00000168421	RHOH	ras homolog family member H	4p14	protein_coding	1	513	0.19	91	18289	0.50	511	1	0.20	9	1.76	43	8.41	0	0.00	1	Cancer Gene Census
ENSG00000168610	STAT3	signal transducer and activator of transcription 3	17q21.2	protein_coding	1	513	0.19	243	18289	1.33	511	0	0.00	10	1.96	13	2.54	0	0.00	1	Cancer Gene Census
ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator	22q12.1	protein_coding	1	513	0.19	344	18289	1.88	511	0	0.00	8	1.57	40	7.83	0	0.00	3	Cancer Gene Census
ENSG00000169564	PCBP1	poly(rC) binding protein 1	2p13.3	protein_coding	1	513	0.19	131	18289	0.72	511	1	0.20	6	1.17	15	2.94	0	0.00	1	Cancer Gene Census
ENSG00000169714	CNBP	CCHC-type zinc finger nucleic acid binding protein	3q21.3	protein_coding	1	513	0.19	44	18289	0.24	511	1	0.20	5	0.98	32	6.26	1	0.20	1	Cancer Gene Census
ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	10q26.3	protein_coding	1	513	0.19	89	18289	0.49	511	2	0.39	0	0.00	131	25.64	0	0.00	1	Cancer Gene Census
ENSG00000170577	SIX2	SIX homeobox 2	2p21	protein_coding	1	513	0.19	126	18289	0.69	511	1	0.20	10	1.96	12	2.35	0	0.00	1	Cancer Gene Census
ENSG00000170759	KIF5B	kinesin family member 5B	10p11.22	protein_coding	1	513	0.19	200	18289	1.09	511	10	1.96	40	7.83	69	13.50	0	0.00	1	Cancer Gene Census
ENSG00000171094	ALK	ALK receptor tyrosine kinase	2p23.2, 2p23.1	protein_coding	1	513	0.19	564	18289	3.08	511	1	0.20	8	1.57	11	2.15	0	0.00	2	Cancer Gene Census
ENSG00000171723	GPHN	gephyrin	14q23.3	protein_coding	1	513	0.19	246	18289	1.35	511	1	0.20	1	0.20	106	20.74	0	0.00	3	Cancer Gene Census
ENSG00000173821	RNF213	ring finger protein 213	17q25.3	protein_coding	1	513	0.19	856	18289	4.68	511	3	0.59	26	5.09	9	1.76	0	0.00	6	Cancer Gene Census
ENSG00000175832	ETV4	ETS variant transcription factor 4	17q21.31	protein_coding	1	513	0.19	115	18289	0.63	511	0	0.00	10	1.96	13	2.54	0	0.00	1	Cancer Gene Census
ENSG00000178104	PDE4DIP	phosphodiesterase 4D interacting protein	1q21.2	protein_coding	1	513	0.19	498	18289	2.72	511	2	0.39	25	4.89	5	0.98	0	0.00	6	Cancer Gene Census
ENSG00000178573	MAF	MAF bZIP transcription factor	16q23.2	protein_coding	1	513	0.19	133	18289	0.73	511	1	0.20	9	1.76	20	3.91	0	0.00	1	Cancer Gene Census
ENSG00000179348	GATA2	GATA binding protein 2	3q21.3	protein_coding	1	513	0.19	153	18289	0.84	511	1	0.20	5	0.98	33	6.46	1	0.20	1	Cancer Gene Census
ENSG00000181163	NPM1	nucleophosmin 1	5q35.1	protein_coding	1	513	0.19	138	18289	0.75	511	3	0.59	6	1.17	50	9.78	0	0.00	2	Cancer Gene Census
ENSG00000181449	SOX2	SRY-box transcription factor 2	3q26.33	protein_coding	1	513	0.19	127	18289	0.69	511	4	0.78	13	2.54	21	4.11	0	0.00	1	Cancer Gene Census
ENSG00000181690	PLAG1	PLAG1 zinc finger	8q12.1	protein_coding	1	513	0.19	197	18289	1.08	511	3	0.59	31	6.07	7	1.37	0	0.00	1	Cancer Gene Census
ENSG00000182158	CREB3L2	cAMP responsive element binding protein 3 like 2	7q33	protein_coding	1	513	0.19	163	18289	0.89	511	27	5.28	131	25.64	2	0.39	0	0.00	1	Cancer Gene Census
ENSG00000182185	RAD51B	RAD51 paralog B	14q24.1	protein_coding	1	513	0.19	88	18289	0.48	511	2	0.39	1	0.20	105	20.55	0	0.00	1	Cancer Gene Census
ENSG00000182578	CSF1R	colony stimulating factor 1 receptor	5q32	protein_coding	1	513	0.19	277	18289	1.51	511	2	0.39	5	0.98	43	8.41	0	0.00	5	Cancer Gene Census
ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase	1p35.2	protein_coding	1	513	0.19	180	18289	0.98	511	2	0.39	11	2.15	178	34.83	0	0.00	1	Cancer Gene Census
ENSG00000182872	RBM10	RNA binding motif protein 10	Xp11.3	protein_coding	1	513	0.19	422	18289	2.31	511	0	0.00	0	0.00	0	0.00	0	0.00	2	Cancer Gene Census
ENSG00000182901	RGS7	regulator of G protein signaling 7	1q43	protein_coding	1	513	0.19	393	18289	2.15	511	3	0.59	23	4.50	22	4.31	0	0.00	3	Cancer Gene Census
ENSG00000182944	EWSR1	EWS RNA binding protein 1	22q12.2	protein_coding	1	513	0.19	180	18289	0.98	511	0	0.00	9	1.76	42	8.22	0	0.00	1	Cancer Gene Census
ENSG00000183508	TENT5C	terminal nucleotidyltransferase 5C	1p12	protein_coding	1	513	0.19	232	18289	1.27	511	2	0.39	9	1.76	175	34.25	1	0.20	1	Cancer Gene Census
ENSG00000183579	ZNRF3	zinc and ring finger 3	22q12.1	protein_coding	1	513	0.19	234	18289	1.28	511	0	0.00	8	1.57	43	8.41	0	0.00	2	Cancer Gene Census
ENSG00000183722	LHFPL6	LHFPL tetraspan subfamily member 6	13q13.3, 13q14.11	protein_coding	1	513	0.19	76	18289	0.42	511	1	0.20	6	1.17	98	19.18	0	0.00	1	Cancer Gene Census
ENSG00000183770	FOXL2	forkhead box L2	3q22.3	protein_coding	1	513	0.19	123	18289	0.67	511	1	0.20	4	0.78	29	5.68	0	0.00	1	Cancer Gene Census
ENSG00000183813	CCR4	C-C motif chemokine receptor 4	3p22.3	protein_coding	1	513	0.19	106	18289	0.58	511	2	0.39	7	1.37	32	6.26	0	0.00	1	Cancer Gene Census
ENSG00000184012	TMPRSS2	transmembrane serine protease 2	21q22.3	protein_coding	1	513	0.19	131	18289	0.72	511	0	0.00	16	3.13	29	5.68	0	0.00	1	Cancer Gene Census
ENSG00000184402	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex	20q13.33	protein_coding	1	513	0.19	106	18289	0.58	511	3	0.59	39	7.63	2	0.39	0	0.00	1	Cancer Gene Census
ENSG00000184481	FOXO4	forkhead box O4	Xq13.1	protein_coding	1	513	0.19	172	18289	0.94	511	0	0.00	0	0.00	0	0.00	0	0.00	1	Cancer Gene Census
ENSG00000184640	SEPTIN9	septin 9	17q25.3	protein_coding	1	513	0.19	222	18289	1.21	511	3	0.59	27	5.28	9	1.76	0	0.00	1	Cancer Gene Census
ENSG00000184702	SEPTIN5	septin 5	22q11.21	protein_coding	1	513	0.19	133	18289	0.73	511	0	0.00	10	1.96	38	7.44	0	0.00	1	Cancer Gene Census
ENSG00000184937	WT1	WT1 transcription factor	11p13	protein_coding	1	513	0.19	424	18289	2.32	511	0	0.00	14	2.74	56	10.96	0	0.00	1	Cancer Gene Census
ENSG00000185920	PTCH1	patched 1	9q22.32	protein_coding	1	513	0.19	438	18289	2.39	511	2	0.39	19	3.72	29	5.68	0	0.00	2	Cancer Gene Census
ENSG00000187164	SHTN1	shootin 1	10q25.3	protein_coding	1	513	0.19	172	18289	0.94	511	1	0.20	0	0.00	127	24.85	0	0.00	1	Cancer Gene Census
ENSG00000196092	PAX5	paired box 5	9p13.2	protein_coding	1	513	0.19	275	18289	1.50	511	1	0.20	12	2.35	62	12.13	0	0.00	1	Cancer Gene Census
ENSG00000196588	MRTFA	myocardin related transcription factor A	22q13.1, 22q13.2	protein_coding	1	513	0.19	234	18289	1.28	511	0	0.00	10	1.96	55	10.76	0	0.00	2	Cancer Gene Census
ENSG00000197323	TRIM33	tripartite motif containing 33	1p13.2	protein_coding	1	513	0.19	231	18289	1.26	511	2	0.39	9	1.76	177	34.64	1	0.20	1	Cancer Gene Census
